os,cpu,gpu,ram,kernel,driver
Manjaro Linux,AMD Ryzen 3 3200U with Radeon Vega Mobile Gfx,AMD/ATI,6083348,5.12.2-1-MANJARO,4.6 Mesa 21.0.3
fps,frametime,cpu_load,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,ram_used,elapsed
59.9764,16927,26.8041,0,74,74,400,0,0.361019,2.17276,20312701023
59.5752,16909,26.8041,0,74,74,400,0,0.361019,2.17276,20412766011
59.9493,16792,26.8041,0,74,74,400,0,0.361019,2.17276,20512824848
59.9821,16447,26.8041,0,74,74,400,0,0.361019,2.17276,20612888554
59.9614,16717,26.8041,0,74,74,400,0,0.361019,2.17276,20712947390
59.9887,16644,26.8041,0,74,74,400,0,0.361019,2.17276,20813005606
59.9952,16385,28.2828,0,74,74,400,0,0.361019,2.17301,20913066486
60.0011,16381,28.2828,0,74,74,400,0,0.361019,2.17301,21013125803
59.9741,16671,28.2828,0,74,74,400,0,0.361019,2.17301,21113188657
59.9418,16910,28.2828,0,74,74,400,0,0.361019,2.17301,21213250850
59.9718,16686,28.2828,0,74,74,400,0,0.361019,2.17301,21313293897
59.9844,16486,27.6923,0,74,74,400,0,0.361019,2.17289,21413355539
59.9696,16695,27.6923,0,74,74,400,0,0.361019,2.17289,21513414195
59.9315,16871,27.6923,0,74,74,400,0,0.361019,2.17289,21613472481
59.9806,16586,27.6923,0,74,74,400,0,0.361019,2.17289,21713530716
59.9755,16694,27.6923,0,74,74,400,0,0.361019,2.17289,21813589943
60.0962,16651,27.9188,0,74,74,400,0,0.361019,2.17264,21913650453
59.8578,16850,27.9188,0,74,74,400,0,0.361019,2.17264,22013709249
59.97,16673,27.9188,0,74,74,400,0,0.361019,2.17264,22113774558
59.9905,16616,27.9188,0,74,74,400,0,0.361019,2.17264,22213832773
59.987,16675,27.9188,0,74,74,400,0,0.361019,2.17264,22313890558
60.0186,16638,27.3196,0,74,74,400,0,0.361019,2.17325,22413953051
60.0285,16700,27.3196,0,74,74,400,0,0.361019,2.17325,22514081528
59.9754,16866,27.3196,0,74,74,400,0,0.361019,2.17325,22614141246
60.0017,16631,27.3196,0,74,74,400,0,0.361019,2.17325,22714198029
60.005,16647,27.3196,0,74,74,400,0,0.361019,2.17325,22814255243
59.848,16709,27.5862,0,74,74,400,0,0.361019,2.17313,22914313548
59.9793,16658,27.5862,0,74,74,400,0,0.361019,2.17313,23014376021
59.9526,16699,27.5862,0,74,74,400,0,0.361019,2.17313,23114433666
59.9876,16599,27.5862,0,74,74,400,0,0.361019,2.17313,23214498584
59.9579,16658,27.5862,0,74,74,400,0,0.361019,2.17313,23314556689
60.3646,16566,28.6432,0,74,74,400,0,0.361019,2.173,23414621066
59.9079,17113,28.6432,0,74,74,400,0,0.361019,2.173,23514680583
60.072,16467,28.6432,0,74,74,400,0,0.361019,2.173,23614742846
60.0367,16330,28.6432,0,74,74,400,0,0.361019,2.173,23714802294
59.9462,17232,28.6432,0,74,74,400,0,0.361019,2.173,23815858501
63.6699,15706,39.3204,0,74,74,400,0,0.361019,2.17473,23915919021
60.3891,16874,39.3204,0,74,74,400,0,0.361019,2.17473,24015982766
60.2653,16519,39.3204,0,74,74,400,0,0.361019,2.17473,24116043466
60.2072,16675,39.3204,0,74,74,400,0,0.361019,2.17473,24216102984
60.1376,16736,39.3204,0,74,74,400,0,0.361019,2.17473,24316163985
60.0812,16913,35.3488,0,74,74,400,0,0.360165,2.17458,24416226098
60.1582,16636,35.3488,0,74,74,400,0,0.360165,2.17458,24516292508
60.0438,16686,35.3488,0,74,74,400,0,0.360165,2.17458,24616352627
60.03,16662,35.3488,0,74,74,400,0,0.360165,2.17458,24716414940
60.0224,16437,35.3488,0,74,74,400,0,0.360165,2.17458,24816598701
60.0061,16427,35.3488,0,74,74,400,0,0.360165,2.17458,24916703744
60.1337,16435,35.023,0,74,74,400,0,0.360165,2.17438,25016769955
60.0155,16668,35.023,0,74,74,400,0,0.360165,2.17438,25116828741
60.0374,16682,35.023,0,74,74,400,0,0.360165,2.17438,25216887277
59.9789,16684,35.023,0,74,74,400,0,0.360165,2.17438,25316948458
60.0092,16666,35.023,0,74,74,400,0,0.360165,2.17438,25417008427
60.0141,16710,28.9216,0,74,74,400,0,0.360165,2.17426,25517072092
60.0294,16705,28.9216,0,74,74,400,0,0.360165,2.17426,25617131900
60.0101,16580,28.9216,0,74,74,400,0,0.360165,2.17426,25717204873
60.0096,16651,28.9216,0,74,74,400,0,0.360165,2.17426,25817241037
59.9849,16774,28.9216,0,74,74,400,0,0.360165,2.17426,25917267092
60.5132,16541,26.6332,0,74,74,400,0,0.360165,2.17426,26017325999
60.1367,16494,26.6332,0,74,74,400,0,0.360165,2.17426,26117343718
60.0716,16671,26.6332,0,74,74,400,0,0.360165,2.17426,26217402685
60.0427,16715,26.6332,0,74,74,400,0,0.360165,2.17426,26317462013
60.0268,16573,26.6332,0,74,74,400,0,0.360165,2.17426,26417521009
60.2827,16748,26.6332,0,74,74,400,0,0.360165,2.17426,26517581720
60.0299,16735,26.6332,0,74,74,400,0,0.360165,2.17426,26617640516
60.0271,16707,26.6332,0,74,74,400,0,0.360165,2.17426,26717701757
59.9752,16850,26.6332,0,74,74,400,0,0.360165,2.17426,26817768308
60.0002,16748,26.6332,0,74,74,400,0,0.360165,2.17426,26917828767
59.3718,16843,27.3632,0,74,74,400,0,0.360165,2.17426,27017888315
59.9608,16769,27.3632,0,74,74,400,0,0.360165,2.17426,27117946000
59.9894,16633,27.3632,0,74,74,400,0,0.360165,2.17426,27218028501
59.9967,16507,27.3632,0,74,74,400,0,0.360165,2.17426,27318087969
59.9755,16687,27.3632,0,74,74,400,0,0.360165,2.17426,27418152806
59.9233,16688,28.7879,0,74,74,400,0,0.360027,2.17426,27518216041
59.8905,16695,28.7879,0,74,74,400,0,0.360027,2.17426,27618282782
59.9816,16592,28.7879,0,74,74,400,0,0.360027,2.17426,27718347530
59.9785,16717,28.7879,0,74,74,400,0,0.360027,2.17426,27818412298
59.9357,16990,28.7879,0,74,74,400,0,0.360027,2.17426,27918475813
59.499,16807,26.8041,0,74,74,400,0,0.360027,2.17437,28018533437
59.9351,16711,26.8041,0,74,74,400,0,0.360027,2.17437,28118633080
59.8213,16671,26.8041,0,74,74,400,0,0.360027,2.17437,28218758391
59.977,16325,26.8041,0,74,74,400,0,0.360027,2.17437,28318820554
